Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,Sources3,Sources4
Mario Gerla,University of California - Los Angeles,1976,Full,Networks & Communications,Polytechnic University of Milan - Italy,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.ucla.edu/~gerla/,http://www.cs.ucla.edu/people/faculty/mario-gerla,,
Michael G. Dyer,University of California - Los Angeles,1983,Full,Natural Language & Speech,,,Yale University - USA,,http://www.cs.ucla.edu/people/faculty/michael-g.-dyer,,,
Milos D. Ercegovac,University of California - Los Angeles,1984,Full,Hardware & Architecture,University of Belgrade - Serbia,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.ucla.edu/~milos/,,,
Miodrag Potkonjak,University of California - Los Angeles,1995,Full,Algorithms & Theory,,,University of California - Berkeley - USA,,http://www.cs.ucla.edu/~miodrag/bio.htm,,,
Rafail Ostrovsky,University of California - Los Angeles,2003,Full,Security & Privacy,State University of New York - Buffalo - USA,Boston University - USA,Massachusetts Institute of Technology - USA,,http://www.cs.ucla.edu/~rafail/,,,
Richard Korf,University of California - Los Angeles,1985,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.ucla.edu/~korf/biography.html,,,
Richard R. Muntz,University of California - Los Angeles,,Full,Databases,Pratt Institute - USA,New York University - USA,Princeton University - USA,,http://www.cs.ucla.edu/~muntz/,,,
Rupak Majumdar,University of California - Los Angeles,2004,Associate,Computer Education,Indian Institute of Technology - Kanpur - India,,University of California - Berkeley - USA,,http://www.mpi-sws.org/~rupak/cv.pdf,,,
Sheila Greibach,University of California - Los Angeles,1969,Full,Algorithms & Theory,Radcliffe College - USA,Radcliffe College - USA,Harvard University - USA,,http://www.cs.ucla.edu/people/faculty/sheila-greibach,,,
Song Chun Zhu,University of California - Los Angeles,2002,Full,Computer Vision,University of Science and Technology of China - China,Harvard University - USA,Harvard University - USA,Brown University - USA,http://www.stat.ucla.edu/~sczhu/bio.html,http://directory.stat.ucla.edu/song-chun-zhu,,
Songwu Lu,University of California - Los Angeles,2000,Full,Networks & Communications,,,University of Illinois at Urbana-Champaign - USA,,http://www.cs.ucla.edu/~slu/,,,
Stanley Osher,University of California - Los Angeles,1977,Full,Scientific Computing,Brooklyn College - USA,New York University - USA,New York University - USA,,http://www.math.ucla.edu/~sjo/,,,
Stefano Soatto,University of California - Los Angeles,2000,Full,Computer Vision,University of Padua - Italy,,California Institute of Technology - USA,Harvard University - USA,http://www.cs.ucla.edu/~soatto/,,,
Todd Millstein,University of California - Los Angeles,2004,Associate,Programming Languages,Brown University - USA,,University of Washington - USA,,http://www.cs.ucla.edu/~todd/,,,
Tyson Condie,University of California - Los Angeles,2012,Assistant,Databases,University of California - Berkeley - USA,Stanford University - USA,University of California - Berkeley - USA,,https://sites.google.com/site/tcondie/about/resume,,,
Wei Wang,University of California - Los Angeles,2012,Full,Data Mining,,State University of New York - Binghamton - USA,State University of New York - Binghamton - USA,IBM Thomas J. Watson Research Center - USA,http://www.cs.ucla.edu/~weiwang/,,,
Yuval Tamir,University of California - Los Angeles,1985,Associate,Distributed & Parallel Computing,,,University of California - Berkeley - USA,,http://www.cs.ucla.edu/~tamir/,http://www.linkedin.com/pub/yuval-tamir/66/5a1/b44,,
Alex C. Snoeren,University of California - San Diego,2003,Full,Operating Systems,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=188,,,
Alex Orailoglu,University of California - San Diego,1987,Full,Hardware & Architecture,Harvard University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=116,,,
Alexander Vardy,University of California - San Diego,1998,Full,Hardware & Architecture,,,Tel Aviv University - Israel,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=76,,,
Alin Deutsch,University of California - San Diego,,Full,Databases,Polytechnic University of Bucharest - Romania,Polytechnic University of Bucharest - Romania,University of Pennsylvania - USA,,http://db.ucsd.edu/people/alin/,,,
Alon Orlitsky,University of California - San Diego,1997,Full,Algorithms & Theory,Ben-Gurion University of the Negev - Israel,Stanford University - USA,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=54,,,
Amin Vahdat,University of California - San Diego,2003,Adjunct,Hardware & Architecture,University of California - Berkeley - USA,,University of California - Berkeley - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=214,,,
Andrew Kahng,University of California - San Diego,2011,Full,Hardware & Architecture,,,University of California - San Diego - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=35,,,
Bill Lin,University of California - San Diego,1997,Adjunct,Hardware & Architecture,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=41,,,
Bradley Calder,University of California - San Diego,1997,Adjunct,Hardware & Architecture,University of Washington - USA,,University of Colorado Boulder - USA,University of Colorado Boulder - USA,http://cseweb.ucsd.edu/users/calder/,,,
Charles Elkan,University of California - San Diego,1990,Full,Machine Learning & Pattern Recognition,,,Cornell University - USA,,http://cseweb.ucsd.edu/users/elkan/,,,
Daniel Kane,University of California - San Diego,2014,Assistant,Algorithms & Theory,Massachusetts Institute of Technology - USA,Harvard University - USA,Harvard University - USA,Stanford University - USA,http://cseweb.ucsd.edu/~dakane/,,,
Daniele Micciancio,University of California - San Diego,1999,Full,Security & Privacy,,,Massachusetts Institute of Technology - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=115,,,
David Kriegman,University of California - San Diego,2002,Full,Computer Vision,,,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=183,,,
Dean Tullsen,University of California - San Diego,1996,Full,Hardware & Architecture,University of California - Los Angeles - USA,University of California - Los Angeles - USA,University of Washington - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=123,,,
Falko Kuester,University of California - San Diego,2001,Affiliate,Graphics,Technical University of Berlin - Germany,University of Michigan - USA,University of California - Davis - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=253,,,
Fan Graham,University of California - San Diego,1998,Full,Algorithms & Theory,,,University of Pennsylvania - USA,,http://math.ucsd.edu/~fan/,,,
Garrison Cottrell,University of California - San Diego,1987,Full,Artificial Intelligence,Cornell University - USA,University of Rochester - USA,University of Rochester - USA,University of California - San Diego - USA,https://cseweb.ucsd.edu/~gary/,,,
Geoffrey Voelker,University of California - San Diego,2000,Full,Operating Systems,University of California - Berkeley - USA,University of Washington - USA,University of Washington - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=125,,,
Henrik Jensen,University of California - San Diego,2002,Full,Graphics,,Technical University of Denmark - Denmark,Technical University of Denmark - Denmark,Massachusetts Institute of Technology - USA,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=190,,,
Hovav Shacham,University of California - San Diego,2007,Assistant,Security & Privacy,Stanford University - USA,Stanford University - USA,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=269,,,
Ingolf Krueger,University of California - San Diego,2001,Associate,Hardware & Architecture,,University of Texas - Austin - USA,Technical University of Munich - Germany,Technical University of Munich - Germany,https://sosa.ucsd.edu/confluence/display/HOME/ikrueger,,,
Jeanne Ferrante,University of California - San Diego,1994,Full,Hardware & Architecture,New College - Hofstra University - USA,,Massachusetts Institute of Technology - USA,,http://cseweb.ucsd.edu/~ferrante/,,,
Jeffrey Remmel,University of California - San Diego,,Full,Algorithms & Theory,,,Cornell University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=310,,,
Joseph Pasquale,University of California - San Diego,1987,Full,Operating Systems,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=117,,,
Kamalika Chaudhuri,University of California - San Diego,2010,Assistant,Machine Learning & Pattern Recognition,Indian Institute of Technology - Kanpur - India,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://cseweb.ucsd.edu/~kamalika/,,,
Keith Marzullo,University of California - San Diego,1993,Full,Hardware & Architecture,Stanford University - USA,Stanford University - USA,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=114,,,
Larry Smarr,University of California - San Diego,2000,Full,Hardware & Architecture,,,University of Texas - Austin - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=122,https://en.wikipedia.org/wiki/Larry_Smarr,,
Lawrence Saul,University of California - San Diego,,Full,Machine Learning & Pattern Recognition,,,Massachusetts Institute of Technology - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=251,,,
Michael Taylor,University of California - San Diego,2006,Associate,Hardware & Architecture,Dartmouth College - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=242,,,
Mihir Bellare,University of California - San Diego,1995,Full,Security & Privacy,California Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://cseweb.ucsd.edu/users/mihir/,,,
Pavel Pevzner,University of California - San Diego,2000,Full,Bioinformatics & Computational Biology,,,Moscow Institute of Physics and Technology - Russia,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=119,,,
Pradeep Khosla,University of California - San Diego,,Full,Hardware & Architecture,Indian Institute of Technology - Kharagpur - India,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=346,,,
Rajesh Gupta,University of California - San Diego,2002,Full,Hardware & Architecture,Indian Institute of Technology - Kanpur - India,University of California - Berkeley - USA,Stanford University - USA,,http://mesl.ucsd.edu/gupta/,,,
Ramamohan Paturi,University of California - San Diego,1986,Full,Hardware & Architecture,,,Pennsylvania State University - USA,Harvard University - USA,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=118,,,
Ranjit Jhala,University of California - San Diego,,Associate,Programming Languages,Indian Institute of Technology - Delhi - India,,University of California - Berkeley - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=235,,,
Ravi Ramamoorthi,University of California - San Diego,2009,Associate,Graphics,California Institute of Technology - USA,California Institute of Technology - USA,Stanford University - USA,,http://www.cs.berkeley.edu/~ravir/,,,
Ronald Graham,University of California - San Diego,1999,Full,Algorithms & Theory,,,University of California - Berkeley - USA,,http://www.math.ucsd.edu/~fan/ron/,,,
Russell Impagliazzo,University of California - San Diego,1989,Full,Algorithms & Theory,Wesleyan University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=112,,,
Ryan Kastner,University of California - San Diego,2007,Full,Hardware & Architecture,Northwestern University - USA,Northwestern University - USA,University of California - Los Angeles - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=268,,,
