Movie Title,Passes Bechdel Test?,Number of Criteria Passed,Clarity of Pass,Has at least two [named] women in it,The women talk to each other,The women talk about something besides a man,Genre,Director,Main Actors,Production Company,Plot Keywords (top 10),Year,Rating,Runtime (min),Plot,Language,Country,Image,IMDb Popularity Score,Award Popularity,IMDb rating,IMDb votes,Nominations,Wins,IMDB Link
Mary and Martha (2013),Yes,3,Clear,Pass,Pass,Pass,Drama,Phillip Noyce,"Hilary Swank, Brenda Blethyn, Sam Claflin, Frank Grillo","Working Title, Home Box Office (HBO), NBC Universal Television","malaria, mother son relationship, punctuation in title, ampersand in title, character name in title",2013,,95,Two mothers lose their sons to malaria.,English,"United Kingdom, United States",http://ia.media-imdb.com/images/M/MV5BODEyNDIwODI5Ml5BMl5BanBnXkFtZTgwMzMwNzA2MDE@._V1_SX300.jpg,11213,,6.8,"1,649",,,http://www.imdb.com/title/tt2284766/
Masks (2011),Yes,3,Clear,Pass,Pass,Pass,"Horror, Mystery, Thriller",Andreas Marschall,"Susen Ermich, Magdalena Ritter, Julita Witt, Norbert Losch",Anolis Entertainment,"lesbian kiss, mask, homage, giallo, murder, dance school, germany",2011,,112,"In the 70s Matteusz Gdula invented an acting method that was supposed to make every actor ""shine"". Still, lots of his students die mysteriously and Gdula commits suicide. His method gets ...",German,Germany,,2042,,5.8,352,,,http://www.imdb.com/title/tt1941600/
Mean Girls 2 (2011),Yes,3,Clear,Pass,Pass,Pass,Comedy,Melanie Mayron,"Meaghan Martin, Donn Lamkin, Linden Ashby, Dan Coleman",Paramount Pictures,"clique, misunderstanding, bitch, three word title, direct to video sequel to theatrical movie, title directed by female, teenage girl, numbered sequel, digit in title, second part",2011,"Parental guidance, Unsuitable for children under 13",96,"The Plastics are back in the long awaited follow-up to the smash-hit Mean Girls... and now the clique is more fashionable, funny and ferocious than ever!",English,United States,http://ia.media-imdb.com/images/M/MV5BMTYzMjUxNjQ3OF5BMl5BanBnXkFtZTcwMzgyMTkyNA@@._V1_SX300.jpg,47699,,4.1,"11,634",,,http://www.imdb.com/title/tt1679235/
Meek's Cutoff (2010),No,2,,Pass,Pass,Fail,"Drama, Western",Kelly Reichardt,"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan","Evenstar Films, Film Science, Harmony Productions","trust, oregon, desert, water, survival, thirst, native american, wagon, oregon trail, settler",2010,Parental guidance,104,Settlers traveling through the Oregon desert in 1845 find themselves stranded in harsh conditions.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTM0MzQzMjUxM15BMl5BanBnXkFtZTcwNzgyNjg0NA@@._V1_SX300.jpg,45052,31,6.5,"6,931",6,5,http://www.imdb.com/title/tt1518812/
Mega Shark vs. Mecha Shark (2014),Yes,3,Clear,Pass,Pass,Pass,"Action, Sci-Fi, Thriller",Emile Edwin Smith,"Christopher Judge, Elisabeth Röhm, Matt Lagan, Hannah Levien",Asylum,"shark, prototype, experimental technology, animal attack, versus in title, cgi, navy, evacuation, sydney australia, scientist",2014,Not Rated,85,"A new mega shark threatens to destroy humanity. The government creates an exact robotic copy of the shark, either equal to or greater than the original. Now they must fight to the death while people and whole cities get in the way.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQzMDIyMjgxMF5BMl5BanBnXkFtZTgwODYzNjg4MDE@._V1_SX300.jpg,3172,,2.8,"1,133",,,http://www.imdb.com/title/tt3152098/
Megamind (2010),No,0,,Fail,Fail,Fail,"Animation, Action, Comedy",Tom McGrath,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill","DreamWorks, Pacific Data Images (PDI), Red Hour Films","superhero, prison, city, battle, planet, school, baby, ray, reporter, cameraman",2010,Parental guidance,95,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg,988603,18,7.3,"135,425",13,1,http://www.imdb.com/title/tt1001526/
Meine Schwestern (2013),Yes,3,Clear,Pass,Pass,Pass,,Lars Kraume,"Jördis Triebel, Nina Kunzendorf, Lisa Hagmeister, Béatrice Dalle","Badlands Film, Norddeutscher Rundfunk (NDR), ARTE",,2013,,90,,German,"Germany, France",http://ia.media-imdb.com/images/M/MV5BMTc3ODA4Njg4MF5BMl5BanBnXkFtZTgwNzA1MTAzMjE@._V1_SX300.jpg,384,,6.5,59,,,http://www.imdb.com/title/tt2582008/
Melancholia (2011),Yes,3,Clear,Pass,Pass,Pass,"Drama, Sci-Fi",Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Alexander Skarsgård, Brady Corbet","Zentropa, Memfis Film, Zentropa","disaster, fear, copywriter, art director, advertising agency, bare breasts, star appears nude, whipping a horse, picking berries, chocolate on a pilllow",2011,Restricted,130,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,English,"Denmark, Sweden, France, Germany",http://ia.media-imdb.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_SX300.jpg,745883,262,7.1,"105,054",57,41,http://www.imdb.com/title/tt1527186/
Men in Black III (2012),No,1,,Pass,Fail,Fail,"Action, Comedy, Sci-Fi",Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement","Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment","alien, prison, maximum security prison, criminal, time travel, changing history, murder, revenge, death, cape canaveral",2012,"Parental guidance, Unsuitable for children under 13",106,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,1475165,23,6.9,"213,792",13,2,http://www.imdb.com/title/tt1409024/
Mental (2012),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",P.J. Hogan,"Rebecca Gibney, Hayley Magnus, Nicole Freeman, Chelsea Bennett","Screen Australia, Story Bridge Films, Zucker Productions","nanny, anti conformity, slapstick, satire, flaming fart",2012,Not Rated,116,"A charismatic, crazy hothead transforms a family's life when she becomes the nanny of five girls whose mother has cracked from her husband's political ambitions and his infidelity.",English,"United States, Australia",http://ia.media-imdb.com/images/M/MV5BMTc1NjQ1OTA1NF5BMl5BanBnXkFtZTcwMTk0NzcwOQ@@._V1_SX300.jpg,20801,15,6.1,"3,410",10,1,http://www.imdb.com/title/tt1655416/
Michael (2011),No,2,,Pass,Pass,Fail,"Drama, Thriller",Markus Schleinzer,"Michael Fuith, David Rauchenberger, Christine Kain, Ursula Strauss",Nikolaus Geyrhalter Filmproduktion,"10 year old, pedophile, boy, forename as title, child abuse, child rape, child molestation, skiing, jigsaw puzzle, little boy",2011,,96,Five months in the life of a pedophile who keeps a 10-year-old boy locked in his basement.,German,Austria,http://ia.media-imdb.com/images/M/MV5BMTA4OTMwNTE5ODZeQTJeQWpwZ15BbWU3MDk5MjIwNDc@._V1_SX300.jpg,21700,43,7,"3,100",8,7,http://www.imdb.com/title/tt1906426/
Michael Kohlhaas (2013),No,1,,Pass,Fail,Fail,"Drama, History",Arnaud des Pallières,"Mads Mikkelsen, Mélusine Mayance, Delphine Chuillot, David Kross","Les Films d'Ici, Looks Filmproduktionen, Hérodiade","army, horse, 16th century, male frontal nudity, death, murder, prisoner, execution, male nudity, fight for justice",2013,,122,"In the 16th century in the Cévennes, a horse dealer by the name of Michael Kohlhaas leads a happy family life. When a lord treats him unjustly, he raises an army and puts the country to fire and sword in order to have his rights restored.","French, German, Occitan","Germany, France",http://ia.media-imdb.com/images/M/MV5BMTQyNzg3NTY3NV5BMl5BanBnXkFtZTgwNDMzNzU3MTE@._V1_SX300.jpg,20869,26,6.2,"3,366",6,4,http://www.imdb.com/title/tt2054790/
Midnight in Paris (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Woody Allen,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy","Gravier Productions, Mediapro, Pontchartrain Productions","1920s, midnight, love, novel, writer, couple, golden age, flapper costume, flapper, some scenes in sepia",2011,"Parental guidance, Unsuitable for children under 13",94,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","English, French, Spanish, German","Spain, United States, France",http://ia.media-imdb.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,1901199,182,7.7,"246,909",67,23,http://www.imdb.com/title/tt1605783/
Mildred Pierce (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,,"Kate Winslet, Brían F. O'Byrne, Melissa Leo, James Le Gros","Home Box Office (HBO), Metro-Goldwyn-Mayer (MGM), Killer Films","glendale california, california, restaurant, barefoot, piano, singing, 1930s, great depression, friendship, face slap",2011,Adult Audience,336,"Divorced single mom Mildred Pierce decides to open a restaurant business, which tears at the already-strained relationship with her ambitious elder daughter, Veda.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTYxMTI3MDA2NV5BMl5BanBnXkFtZTcwMjkwODU2NA@@._V1_SX300.jpg,94117,105,7.7,"12,223",35,14,http://www.imdb.com/title/tt1492030/
Million Dollar Arm (2014),No,1,,Pass,Fail,Fail,"Biography, Drama, Sport",Craig Gillespie,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal","Walt Disney Pictures, Roth Films, Mayhem Pictures","baseball, india, based on true story, cricket, sports agent, training, audition, hotel, fish out of water, talent search",2014,Parental guidance,124,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,"English, Hindi",United States,http://ia.media-imdb.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_SX300.jpg,129561,7,7.1,"18,248",2,1,http://www.imdb.com/title/tt1647668/
Mine Games (2012),Yes,3,Clear,Pass,Pass,Pass,"Mystery, Sci-Fi, Thriller",Richard Gray,"Briana Evigan, Julianna Guill, Ethan Peck, Joseph Cross","Vitamin A Films, Yellow Brick Films","female nudity, murder, killer, time loop",2012,,92,"A group of young friends make an incomprehensible discovery in an abandoned mine, but the more they try to change the future, the more they seal their fate.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTgxOTc5ODk5N15BMl5BanBnXkFtZTcwMDIwOTg3OQ@@._V1_SX300.jpg,5138,,5.2,988,,,http://www.imdb.com/title/tt1928337/
Mine vaganti (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama, Romance",Ferzan Ozpetek,"Riccardo Scamarcio, Nicole Grimaudo, Alessandro Preziosi, Ennio Fantastichini","Fandango, Rai Cinema, Apulia Film Commission","factory, dinner, gay, heart attack, writer, gay friend, pasta, family values, diabetic, medical student",2010,,110,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies ...",Italian,Italy,http://ia.media-imdb.com/images/M/MV5BNjE4NDQ3NDkwNF5BMl5BanBnXkFtZTcwNzQzMjAyNA@@._V1_SX300.jpg,50364,133,7.2,"6,995",13,24,http://www.imdb.com/title/tt1405810/
Mirror Mirror (2012),Yes,3,Dubious,Pass,Pass,Pass,"Adventure, Comedy, Drama",Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",,"queen, kingdom, snow, prince, princess, snow white, forest, 18 year old, king, dwarf",2012,Parental guidance,106,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.,English,"United States, Canada",http://ia.media-imdb.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg,341852,17,5.6,"61,045",7,2,http://www.imdb.com/title/tt1667353/
Mission: Impossible - Ghost Protocol (2011),No,1,,Pass,Fail,Fail,"Action, Adventure, Thriller",Brad Bird,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner","Paramount Pictures, Skydance Productions, TC Productions","kremlin, terrorist, dubai, mission, race against time, launch code, nuclear missile, prison, chase, bomb",2011,"Parental guidance, Unsuitable for children under 13",133,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","English, Russian, French, Arabic, Swedish","United States, United Arab Emirates, Czech Republic",http://ia.media-imdb.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX300.jpg,2202381,46,7.4,"297,619",26,4,http://www.imdb.com/title/tt1229238/
Mitsuko Delivers (2011),Yes,3,Clear,Pass,Pass,Pass,Comedy,Yûya Ishii,"Riisa Naka, Aoi Nakamura, Ryo Ishibashi, Yukijirô Hotaru","Dub, Nippon Planning Center, PIA","unborn child, pregnant woman, heavily pregnant mother",2011,,109,,Japanese,Japan,,785,,6.6,119,,,http://www.imdb.com/title/tt1897941/
Mobius (2013),Yes,3,Dubious,Pass,Pass,Pass,"Drama, Thriller",Eric Rochant,"Jean Dujardin, Cécile De France, Tim Roth, Émilie Dequenne","Récifilms, Axel Films, Les Productions du Trésor","love, moscow russia, monaco, financial crisis, finance, cia, federal security service of russia, spy, one word title",2013,Restricted,103,"An FSB officer falls in love with his agent, an American woman, who works as a trader in a Russian bank.","French, English, Russian","France, Belgium, Luxembourg",http://ia.media-imdb.com/images/M/MV5BMTExOTE5MDYzMjdeQTJeQWpwZ15BbWU4MDY4NTU4NDEx._V1_SX300.jpg,17989,1,6.1,"2,949",1,,http://www.imdb.com/title/tt2106550/
Moms' Night Out (2014),Yes,3,Clear,Pass,Pass,Pass,Comedy,"Andrew Erwin, Jon Erwin","Sarah Drew, Sean Astin, Patricia Heaton, Trace Adkins",,,2014,Parental guidance,98,"All Allyson and her friends want is a peaceful, grown-up evening of dinner and fun - a long-needed moms' night out. But in order to enjoy high heels, adult conversation, and food not served...",English,United States,http://ia.media-imdb.com/images/M/MV5BMTgxMzgwMDM4OF5BMl5BanBnXkFtZTgwNjk4NjcyMTE@._V1_SX300.jpg,33156,,5.4,"6,140",,,http://www.imdb.com/title/tt3014666/
Moneyball (2011),No,1,,Pass,Fail,Fail,"Biography, Drama, Sport",Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright","Columbia Pictures, Scott Rudin Productions, Michael De Luca Productions","baseball, manager, meeting, strategy, baseball team, playing against type, job offer, partner, fired from the job, business",2011,"Parental guidance, Unsuitable for children under 13",133,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,1857501,217,7.6,"244,408",62,31,http://www.imdb.com/title/tt1210166/
Monga (2010),No,1,,Pass,Fail,Fail,Drama,Doze Niu,"Ethan Juan, Mark Chao, Ju-Lung Ma, Chia-yen Ko","1 Production Film, Greenday Films, Honto Production",,2010,,140,"Set in 1980s Taiwan, after the end of military dictatorship, Monga centers around the troubled lives of five boys coming of age together. The narrator of the story, Mosquito, is invited to ...","Min Nan, Mandarin",Taiwan,http://ia.media-imdb.com/images/M/MV5BMTQ0MDMxMTMyNl5BMl5BanBnXkFtZTgwMzc5MTEwMjE@._V1_SX300.jpg,10430,24,7,"1,490",9,3,http://www.imdb.com/title/tt1604900/
Mongolian Death Worm (2010),Yes,3,Clear,Pass,Pass,Pass,"Action, Horror, Sci-Fi",Steven R. Monroe,"Sean Patrick Flanery, Victoria Pratt, George Cheung, Drew Waters","Black Chrome Productions, Sweet Tater",animal in title,2010,,,"When an American oil company sets up an experimental drilling plant out in the vast deserts of Mongolia, they awaken a nest. The deadly creatures begin to breed and spread, devouring everyone in their path.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjEwNTA3NTEyMV5BMl5BanBnXkFtZTcwODE1NzA1NA@@._V1_SX300.jpg,3264,,3.3,989,,,http://www.imdb.com/title/tt1504443/
Monsieur Lahzar (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Philippe Falardeau,"Mohamed Fellag, Sophie Nélisse, Émilien Néron, Marie-Ève Beauregard",micro_scope,"teacher, immigrant, classroom, algerian, suicide, children, play, replacement, suicide by hanging, canadian",2011,"Parental guidance, Unsuitable for children under 13",94,"At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.","French, English, Arabic",Canada,http://ia.media-imdb.com/images/M/MV5BNjM0NTYyNTkwNF5BMl5BanBnXkFtZTcwMzQwOTUzNw@@._V1_SX300.jpg,101250,156,7.5,"13,500",11,29,http://www.imdb.com/title/tt2011971/
Monster High: Ghoul's Rule (2012),Yes,3,Clear,Pass,Pass,Pass,"Animation, Family","Mike Fetterly, Steve Sacks","Laura Bailey, Ogie Banks, Cam Clarke, Andrew Duncan",Mattel,"halloween, ghouls, monster, high school, mattel, rule",2012,,70,"When the freaky-fab guys and ghouls of Monster High get wrongly accused of Halloween high jinx by a group of normies, things get spooky. But can they prove their innocence in time for a spooktacular celebration?",English,United States,http://ia.media-imdb.com/images/M/MV5BMjM0ODg4MzgxNF5BMl5BanBnXkFtZTcwOTU0Njk0OQ@@._V1_SX300.jpg,1944,,5.4,360,,,http://www.imdb.com/title/tt2446108/
Monsters (2010),No,0,,Fail,Fail,Fail,"Drama, Sci-Fi, Thriller",Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies",,"mexico, alien, alien invasion, military, central america, directorial debut, first part, road movie, monster as victim, mating",2010,Restricted,94,Six years after Earth has suffered an alien invasion a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the US border.,"English, Spanish",United Kingdom,http://ia.media-imdb.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX300.jpg,427123,67,6.4,"66,738",12,11,http://www.imdb.com/title/tt1470827/
