;A;B;C
R8494;1;0;0
R8495;0;0;0
R8496;1;1;0
R8497;1;1;0
R8498;0;1;0
R8499;1;1;0
R8500;1;0;0
R8501;1;0;0
R8502;1;1;1
R8503;0;1;0
R8504;1;1;0
R8505;1;1;0
R8506;1;0;0
R8507;1;0;1
R8508;1;1;0
R8509;0;0;1
R8510;0;0;0
R8511;1;0;0
R8512;1;0;1
R8513;1;0;1
R8514;1;1;0
R8515;0;1;1
R8516;1;1;1
R8517;1;0;0
R8518;0;1;1
R8519;0;1;1
R8520;1;0;1
R8521;1;1;0
R8522;1;0;0
R8523;1;1;1
R8524;1;0;1
R8525;1;0;0
R8526;0;0;1
R8527;1;0;0
R8528;0;0;1
R8529;1;1;0
R8530;0;0;0
R8531;1;0;0
R8532;1;1;0
R8533;0;1;0
R8534;1;1;1
R8535;0;0;1
R8536;1;1;0
R8537;0;0;0
R8538;1;1;0
R8539;0;0;1
R8540;1;1;0
R8541;0;0;1
R8542;0;1;1
R8543;1;0;0
R8544;0;1;0
R8545;1;1;0
R8546;0;1;1
R8547;0;0;1
R8548;1;1;1
R8549;0;1;1
R8550;1;0;1
R8551;1;1;0
R8552;1;0;0
R8553;0;0;1
R8554;0;1;1
R8555;0;1;1
R8556;1;1;0
R8557;1;1;1
R8558;1;0;0
R8559;0;1;0
R8560;1;1;1
R8561;0;0;0
R8562;0;0;1
R8563;0;0;0
R8564;1;0;1
R8565;0;1;0
R8566;0;1;1
R8567;0;1;0
R8568;1;0;0
R8569;0;1;0
R8570;1;0;1
R8571;0;0;1
R8572;1;1;1
R8573;0;1;1
R8574;0;0;1
R8575;1;0;1
R8576;1;1;1
R8577;0;0;0
R8578;0;1;1
R8579;1;0;0
R8580;1;1;0
R8581;1;1;0
R8582;0;0;1
R8583;1;0;0
R8584;0;0;0
R8585;1;0;0
R8586;0;0;0
R8587;1;1;1
R8588;0;0;0
R8589;0;0;0
R8590;0;0;0
R8591;1;1;0
R8592;0;0;1
R8593;0;0;1
R8594;1;0;0
R8595;1;0;0
R8596;0;0;1
R8597;0;1;0
R8598;0;1;0
R8599;1;1;0
R8600;1;0;0
R8601;0;0;0
R8602;0;1;1
R8603;0;0;1
R8604;0;0;1
R8605;1;0;0
R8606;0;0;1
R8607;0;1;0
R8608;0;0;1
R8609;0;0;1
R8610;1;0;1
R8611;1;0;1
R8612;0;1;1
R8613;1;1;0
R8614;0;0;0
R8615;0;1;0
R8616;0;0;1
R8617;1;0;0
R8618;0;1;0
R8619;1;0;0
R8620;1;1;0
R8621;0;0;0
R8622;0;0;0
R8623;1;1;0
R8624;1;1;1
R8625;0;0;0
R8626;1;1;0
R8627;0;1;1
R8628;1;0;1
R8629;0;1;1
R8630;0;1;1
R8631;0;1;1
R8632;0;0;0
R8633;0;1;1
R8634;1;1;1
R8635;1;0;1
R8636;0;1;0
R8637;0;0;0
R8638;1;0;0
R8639;0;0;0
R8640;1;0;1
R8641;0;0;1
R8642;0;1;0
R8643;1;0;1
R8644;0;0;0
R8645;1;0;0
R8646;1;1;0
R8647;0;0;1
R8648;0;0;0
R8649;0;1;0
R8650;0;1;1
R8651;1;0;1
R8652;0;1;0
R8653;0;1;0
R8654;1;1;1
R8655;0;0;0
R8656;1;0;1
R8657;0;1;0
R8658;0;0;1
R8659;1;0;0
R8660;1;1;0
R8661;0;1;1
R8662;0;1;0
R8663;0;1;0
R8664;1;0;1
R8665;1;1;1
R8666;1;0;0
R8667;1;0;1
R8668;0;1;1
R8669;0;0;0
R8670;0;1;1
R8671;1;1;0
R8672;1;1;0
R8673;0;1;1
R8674;0;1;0
R8675;1;0;0
R8676;1;1;0
R8677;0;1;0
R8678;0;0;0
R8679;0;0;1
R8680;1;1;0
R8681;0;0;0
R8682;1;0;0
R8683;0;0;1
R8684;1;1;0
R8685;0;1;0
R8686;0;0;0
R8687;0;1;1
R8688;1;1;1
R8689;1;0;1
R8690;1;0;0
R8691;0;0;0
R8692;1;0;1
R8693;1;1;0
R8694;0;0;1
R8695;0;1;0
R8696;1;1;1
R8697;0;0;1
R8698;0;0;1
R8699;1;0;0
R8700;1;1;1
R8701;1;0;1
R8702;1;0;1
R8703;0;1;1
R8704;1;1;1
R8705;0;0;1
R8706;0;1;0
R8707;1;0;1
R8708;1;0;1
R8709;0;0;0
R8710;1;0;0
R8711;0;1;0
R8712;0;0;0
R8713;1;0;1
R8714;1;0;1
R8715;0;0;1
R8716;1;0;0
R8717;1;0;1
R8718;0;0;0
R8719;0;1;0
R8720;0;1;1
R8721;0;0;1
R8722;1;0;0
R8723;0;0;1
R8724;0;0;1
R8725;0;0;1
R8726;1;1;1
R8727;0;1;0
R8728;0;1;0
R8729;1;1;1
R8730;0;0;1
R8731;1;1;0
R8732;0;1;1
R8733;1;1;0
R8734;1;0;1
R8735;0;1;0
R8736;1;1;1
R8737;0;0;1
R8738;0;1;0
R8739;1;0;1
R8740;0;1;0
R8741;1;1;1
R8742;0;0;1
R8743;1;0;0
R8744;0;0;1
R8745;1;0;1
R8746;1;0;1
R8747;0;1;1
R8748;0;1;1
R8749;0;0;0
R8750;1;0;1
R8751;1;0;0
R8752;0;0;0
R8753;0;0;1
R8754;1;0;1
R8755;1;0;1
R8756;0;1;1
R8757;0;0;1
R8758;1;0;1
R8759;1;1;0
R8760;0;0;0
R8761;1;0;0
R8762;0;0;0
R8763;1;0;0
R8764;1;0;1
R8765;0;1;0
R8766;1;1;0
R8767;1;0;1
R8768;0;0;1
R8769;1;0;1
R8770;0;0;0
R8771;1;1;1
R8772;1;0;0
R8773;0;0;0
R8774;0;1;0
R8775;0;1;1
R8776;1;1;1
R8777;1;1;0
R8778;0;0;1
R8779;0;0;0
R8780;0;0;1
R8781;1;1;0
R8782;1;1;1
R8783;1;0;1
R8784;0;0;0
R8785;1;0;1
R8786;0;1;0
R8787;0;1;0
R8788;1;1;0
R8789;0;1;0
R8790;1;1;0
R8791;0;1;1
R8792;1;0;1
R8793;0;1;0
R8794;1;1;1
R8795;1;0;0
R8796;1;0;0
R8797;0;0;0
R8798;0;0;1
R8799;1;0;0
R8800;0;1;0
R8801;1;1;0
R8802;0;0;0
R8803;0;0;1
R8804;0;0;0
R8805;1;1;0
R8806;0;1;0
R8807;1;1;0
R8808;1;1;1
R8809;1;0;0
R8810;0;0;0
R8811;1;1;0
R8812;0;1;0
R8813;0;1;0
R8814;0;0;0
R8815;0;0;1
R8816;1;0;1
R8817;0;0;1
R8818;1;0;1
R8819;1;1;0
R8820;0;1;1
R8821;1;1;1
R8822;0;0;0
R8823;0;0;1
R8824;0;0;0
R8825;1;0;0
R8826;1;1;0
R8827;1;1;0
R8828;0;1;1
R8829;0;0;1
R8830;1;0;1
R8831;1;0;1
R8832;1;1;0
R8833;1;0;1
R8834;1;1;0
R8835;1;1;0
R8836;1;0;0
R8837;0;1;1
R8838;1;1;0
R8839;0;0;1
R8840;1;1;1
R8841;0;0;1
R8842;0;1;1
R8843;0;1;1
R8844;0;0;0
R8845;0;0;0
R8846;1;1;1
R8847;0;0;0
R8848;1;0;1
R8849;0;1;0
R8850;0;0;1
R8851;0;0;1
R8852;0;0;0
R8853;0;0;1
R8854;1;1;0
R8855;1;1;0
R8856;0;1;0
R8857;1;0;0
R8858;0;0;1
R8859;0;0;1
R8860;1;0;0
R8861;1;1;0
R8862;1;1;0
R8863;1;0;1
R8864;1;1;1
R8865;1;1;0
R8866;1;0;1
R8867;0;0;1
R8868;1;0;1
R8869;1;1;0
R8870;1;0;1
R8871;0;1;0
R8872;1;1;0
R8873;0;0;1
R8874;1;0;0
R8875;0;1;1
R8876;0;0;1
R8877;0;0;0
R8878;1;0;1
R8879;0;1;0
R8880;1;1;0
R8881;1;0;0
R8882;1;1;0
R8883;1;0;1
R8884;0;1;0
R8885;0;0;0
R8886;0;0;1
R8887;0;0;0
R8888;0;1;1
R8889;1;0;1
R8890;1;1;1
R8891;0;0;0
R8892;0;1;1
R8893;1;1;1
R8894;1;0;1
R8895;0;1;1
R8896;0;0;0
R8897;1;0;1
R8898;1;0;1
R8899;1;0;1
R8900;0;0;1
R8901;1;0;0
R8902;0;0;0
R8903;1;0;0
R8904;1;0;1
R8905;1;1;1
R8906;0;0;1
R8907;0;1;0
R8908;1;1;1
R8909;1;0;1
R8910;0;1;1
R8911;1;1;0
R8912;1;1;1
R8913;1;0;1
R8914;0;0;1
R8915;0;0;1
R8916;0;1;0
R8917;1;0;1
R8918;0;1;1
R8919;0;1;1
R8920;1;1;0
R8921;0;1;1
R8922;0;1;1
R8923;0;1;0
R8924;1;1;1
R8925;0;0;0
R8926;0;1;1
R8927;0;1;1
R8928;1;0;1
R8929;0;1;0
R8930;0;0;1
R8931;0;1;1
R8932;1;1;1
R8933;0;1;0
R8934;1;1;0
R8935;0;0;0
R8936;0;0;1
R8937;0;0;0
R8938;0;0;1
R8939;0;0;1
R8940;1;1;1
R8941;1;1;0
R8942;1;0;0
R8943;1;0;1
R8944;1;0;0
R8945;0;0;0
R8946;1;1;0
R8947;1;0;0
R8948;0;1;1
R8949;0;1;0
R8950;0;1;1
R8951;1;0;0
R8952;0;0;0
R8953;1;1;1
R8954;0;0;0
R8955;0;1;1
R8956;0;1;0
R8957;1;1;0
R8958;0;1;0
R8959;0;0;0
R8960;1;0;1
R8961;0;0;1
R8962;0;1;1
R8963;0;0;0
R8964;1;1;1
R8965;0;1;0
R8966;1;1;1
R8967;1;0;1
R8968;0;0;0
R8969;1;0;0
R8970;0;1;1
R8971;1;1;0
R8972;1;0;1
R8973;0;1;1
R8974;0;1;1
R8975;0;0;1
R8976;0;0;1
R8977;0;0;0
R8978;0;1;0
R8979;1;1;1
R8980;0;1;1
R8981;0;1;0
R8982;1;0;1
R8983;0;0;1
R8984;0;0;1
R8985;1;0;0
R8986;0;0;0
R8987;0;0;1
R8988;0;0;0
R8989;1;1;1
R8990;0;1;1
R8991;1;1;0
R8992;1;0;0
R8993;0;1;1
R8994;0;1;0
R8995;1;0;0
R8996;0;0;0
R8997;1;1;0
R8998;1;0;0
R8999;1;1;0
R9000;1;1;0
R9001;1;1;1
R9002;1;0;1
R9003;0;1;0
R9004;1;1;1
R9005;0;1;0
R9006;0;0;0
R9007;0;1;1
R9008;0;0;0
R9009;0;1;0
R9010;1;1;0
R9011;0;0;1
R9012;1;1;0
R9013;0;1;0
R9014;1;0;1
R9015;1;0;0
R9016;0;0;0
R9017;0;1;1
R9018;0;0;0
R9019;0;1;1
R9020;1;1;0
R9021;1;1;0
R9022;0;0;1
R9023;1;1;1
R9024;1;0;1
R9025;0;0;0
R9026;0;1;0
R9027;0;1;0
R9028;1;1;0
R9029;1;0;1
R9030;0;0;1
R9031;1;1;1
R9032;1;0;1
R9033;1;0;0
R9034;1;1;0
R9035;0;1;0
R9036;1;0;0
R9037;0;1;0
R9038;1;0;1
R9039;1;1;1
R9040;1;1;1
R9041;0;1;0
R9042;0;1;1
R9043;0;0;0
R9044;1;1;1
R9045;1;0;0
R9046;0;0;0
R9047;1;0;0
R9048;1;1;1
R9049;1;1;0
R9050;0;1;1
R9051;1;0;0
R9052;0;0;1
R9053;0;0;1
R9054;0;0;0
R9055;0;1;0
R9056;0;0;0
R9057;0;1;1
R9058;1;1;1
R9059;0;0;0
R9060;0;0;0
R9061;1;1;0
R9062;1;1;0
R9063;1;0;1
R9064;0;0;0
R9065;0;0;0
R9066;0;0;0
R9067;0;1;1
R9068;1;0;0
R9069;1;0;1
R9070;1;0;0
R9071;0;0;0
R9072;0;0;0
R9073;0;1;0
R9074;1;1;0
R9075;0;0;1
R9076;1;0;0
R9077;0;1;1
R9078;1;1;1
R9079;1;1;0
R9080;1;1;0
R9081;0;1;1
R9082;0;0;1
R9083;0;0;1
R9084;0;1;1
R9085;0;0;1
R9086;0;1;0
R9087;1;1;1
R9088;1;1;0
R9089;0;0;1
R9090;1;1;0
R9091;0;0;0
R9092;1;0;1
R9093;0;1;0
R9094;1;0;0
R9095;0;1;0
R9096;1;0;0
R9097;0;1;0
R9098;0;0;1
R9099;1;1;1
R9100;1;0;0
R9101;0;0;0
R9102;1;1;1
R9103;1;1;0
R9104;0;0;0
R9105;0;0;0
R9106;1;1;0
R9107;0;0;0
R9108;1;0;1
R9109;1;1;0
R9110;1;1;1
R9111;0;1;1
R9112;1;0;0
R9113;1;1;0
R9114;1;1;1
R9115;0;1;1
R9116;0;1;1
R9117;1;1;1
R9118;1;1;1
R9119;0;1;0
R9120;1;0;0
R9121;0;0;1
R9122;0;1;0
R9123;1;1;0
R9124;1;0;0
R9125;0;0;0
R9126;1;0;0
R9127;1;1;1
R9128;0;1;1
R9129;0;0;1
R9130;0;0;0
R9131;0;0;1
R9132;1;0;1
R9133;0;1;0
R9134;0;1;0
R9135;1;0;0
R9136;0;0;0
R9137;0;0;0
R9138;0;1;1
R9139;0;0;0
R9140;1;1;1
R9141;1;0;0
R9142;0;1;0
R9143;1;1;1
R9144;1;0;0
R9145;0;1;1
R9146;0;1;1
R9147;0;0;0
R9148;1;1;0
R9149;1;0;0
R9150;1;0;0
R9151;1;0;1
R9152;0;1;0
R9153;1;0;1
R9154;1;1;1
R9155;0;1;0
R9156;0;0;0
R9157;1;1;1
R9158;1;1;1
R9159;0;0;1
R9160;1;0;1
R9161;0;1;0
R9162;1;0;0
R9163;1;1;1
R9164;0;1;1
R9165;1;0;0
R9166;1;0;1
R9167;1;1;1
R9168;1;0;1
R9169;1;1;0
R9170;1;1;0
R9171;1;0;0
R9172;1;0;1
R9173;0;1;0
R9174;0;0;1
R9175;0;1;1
R9176;0;1;1
R9177;1;0;1
R9178;1;1;0
R9179;0;0;0
R9180;0;0;1
R9181;0;1;0
R9182;1;0;1
R9183;1;1;0
R9184;0;1;1
R9185;1;0;1
R9186;1;1;1
R9187;0;0;1
R9188;0;1;0
R9189;1;0;0
R9190;1;1;0
R9191;0;0;0
R9192;1;0;1
R9193;0;0;1
R9194;1;1;1
R9195;0;1;0
R9196;1;0;0
R9197;0;0;0
R9198;1;0;0
R9199;0;1;1
R9200;1;1;1
R9201;0;0;0
R9202;0;0;1
R9203;0;0;0
R9204;1;1;1
R9205;0;1;1
R9206;1;1;0
R9207;1;0;1
R9208;0;1;0
R9209;0;0;0
R9210;0;1;1
R9211;1;0;0
R9212;1;0;1
R9213;0;0;1
R9214;0;1;1
R9215;1;0;0
R9216;1;0;0
R9217;0;1;0
R9218;0;1;0
R9219;1;0;1
R9220;0;0;1
R9221;0;1;1
R9222;0;0;1
R9223;0;0;0
R9224;0;1;1
R9225;1;0;0
R9226;0;0;0
R9227;0;0;1
R9228;0;0;1
R9229;1;0;1
R9230;1;0;0
R9231;1;1;1
R9232;0;0;1
R9233;1;1;0
R9234;0;1;0
R9235;1;0;1
R9236;0;0;0
R9237;0;0;0
R9238;1;1;0
R9239;0;0;0
R9240;1;1;1
R9241;1;0;0
R9242;1;1;1
R9243;0;0;0
R9244;1;0;0
R9245;0;1;0
R9246;0;1;1
R9247;1;1;0
R9248;0;0;0
R9249;0;0;0
R9250;0;1;0
R9251;1;1;1
R9252;0;1;0
R9253;1;1;1
R9254;1;1;0
R9255;1;1;1
R9256;0;0;1
R9257;1;1;1
R9258;0;0;0
R9259;0;0;1
R9260;1;0;0
R9261;1;1;0
R9262;0;0;0
R9263;1;1;0
R9264;1;0;1
R9265;1;0;1
R9266;1;1;1
R9267;1;1;1
R9268;0;1;0
R9269;1;1;0
R9270;0;0;0
R9271;1;0;1
R9272;0;0;0
R9273;0;1;1
R9274;0;1;0
R9275;0;1;1
R9276;0;0;0
R9277;1;0;0
R9278;1;0;1
R9279;1;0;1
R9280;0;1;0
R9281;0;1;1
R9282;0;0;1
R9283;1;1;0
R9284;1;1;1
R9285;1;1;1
R9286;0;0;1
R9287;0;1;1
R9288;1;1;1
R9289;1;1;0
R9290;1;0;0
R9291;0;0;1
R9292;0;0;1
R9293;0;0;1
R9294;0;1;1
R9295;0;0;0
R9296;0;0;0
R9297;0;1;1
R9298;0;0;1
R9299;0;1;0
R9300;1;1;1
R9301;0;0;1
R9302;0;0;0
R9303;0;1;0
R9304;1;1;1
R9305;1;1;1
R9306;1;0;1
R9307;1;1;0
R9308;0;0;1
R9309;0;0;1
R9310;1;0;1
R9311;0;1;1
R9312;1;0;1
R9313;1;0;1
R9314;1;0;0
R9315;1;0;0
R9316;1;0;1
R9317;0;1;0
R9318;0;0;1
R9319;1;0;0
R9320;1;0;0
R9321;0;0;0
R9322;1;0;1
R9323;0;0;0
R9324;1;0;0
R9325;0;0;1
R9326;0;1;0
R9327;1;1;1
R9328;0;0;0
R9329;0;1;0
R9330;0;0;0
R9331;1;1;1
R9332;1;1;0
R9333;0;1;0
R9334;1;1;1
R9335;0;1;1
R9336;0;0;1
R9337;0;1;1
R9338;0;0;0
R9339;0;1;1
R9340;1;0;0
R9341;1;1;1
R9342;0;0;0
R9343;1;1;1
R9344;1;1;1
R9345;0;1;1
R9346;1;1;0
R9347;0;0;0
R9348;0;1;0
R9349;1;1;1
R9350;1;0;0
R9351;1;1;1
R9352;0;1;0
R9353;1;1;0
R9354;0;0;1
R9355;1;0;0
R9356;1;0;1
R9357;0;0;1
R9358;1;1;1
R9359;1;1;1
R9360;1;1;0
R9361;1;0;1
R9362;1;1;1
R9363;1;1;0
R9364;0;1;0
R9365;1;0;1
R9366;1;0;0
R9367;0;1;0
R9368;0;1;0
R9369;0;1;0
R9370;1;1;1
R9371;0;0;0
R9372;1;0;0
R9373;1;0;0
R9374;1;1;0
R9375;0;0;1
R9376;0;1;0
R9377;0;0;0
R9378;1;1;1
R9379;1;0;0
R9380;0;1;0
R9381;0;0;0
R9382;1;0;1
R9383;1;1;1
R9384;0;0;0
R9385;1;1;0
R9386;0;1;1
R9387;1;0;0
R9388;1;1;0
R9389;1;1;1
R9390;1;1;1
R9391;1;1;0
R9392;1;1;1
R9393;1;1;0
R9394;0;0;1
R9395;1;0;0
R9396;0;1;1
R9397;0;1;1
R9398;0;0;0
R9399;0;1;0
R9400;0;0;1
R9401;1;1;0
R9402;1;1;1
R9403;1;1;1
R9404;1;1;0
R9405;0;0;1
R9406;0;0;1
R9407;1;1;1
R9408;1;1;0
R9409;1;1;1
R9410;0;0;1
R9411;0;1;1
R9412;1;1;0
R9413;1;1;0
R9414;1;0;0
R9415;0;1;0
R9416;0;0;1
R9417;1;0;0
R9418;0;0;1
R9419;0;0;0
R9420;1;1;1
R9421;1;0;0
R9422;0;1;1
R9423;0;0;0
R9424;1;1;1
R9425;0;0;0
R9426;1;1;0
R9427;0;0;1
R9428;1;1;0
R9429;0;1;1
R9430;0;1;1
R9431;1;0;1
R9432;1;1;1
R9433;0;0;0
R9434;1;1;1
R9435;0;1;0
R9436;0;1;0
R9437;1;1;1
R9438;0;0;1
R9439;0;0;0
R9440;0;0;0
R9441;0;1;0
R9442;0;1;0
R9443;0;0;0
R9444;0;0;1
R9445;0;0;0
R9446;0;1;1
R9447;1;1;1
R9448;1;0;0
R9449;0;0;0
R9450;1;1;0
R9451;1;1;0
R9452;0;0;1
R9453;0;0;1
R9454;1;0;1
R9455;1;1;1
R9456;0;1;0
R9457;1;1;1
R9458;1;1;0
R9459;1;0;0
R9460;1;0;1
R9461;0;1;1
R9462;1;0;0
R9463;1;1;1
R9464;0;0;0
R9465;0;0;1
R9466;1;0;1
R9467;1;1;0
R9468;1;0;1
R9469;1;1;1
R9470;1;0;1
R9471;0;1;1
R9472;0;0;1
R9473;0;0;1
R9474;0;1;0
R9475;0;1;1
R9476;0;0;0
R9477;1;1;0
R9478;1;0;1
R9479;0;0;1
R9480;1;1;1
R9481;1;1;1
R9482;1;1;1
R9483;0;1;0
R9484;1;0;1
R9485;1;1;0
R9486;0;1;1
R9487;0;1;1
R9488;0;1;0
R9489;0;1;0
R9490;1;1;1
R9491;0;1;0
R9492;1;0;0
R9493;1;0;1
R9494;1;1;1
R9495;0;0;0
R9496;1;1;1
R9497;1;0;0
R9498;1;1;0
R9499;1;0;0
R9500;0;0;0
R9501;1;0;0
R9502;1;1;0
R9503;1;1;1
R9504;0;0;0
R9505;0;1;0
R9506;1;0;1
R9507;0;0;1
R9508;1;0;0
R9509;1;0;1
R9510;1;0;0
R9511;1;0;0
R9512;0;0;0
R9513;0;0;0
R9514;1;0;0
R9515;0;0;0
R9516;0;0;1
R9517;0;1;0
R9518;0;1;1
R9519;0;1;0
R9520;0;0;0
R9521;0;1;1
R9522;1;1;0
R9523;1;1;0
R9524;1;0;0
R9525;1;0;1
R9526;1;1;1
R9527;0;0;0
R9528;0;1;0
R9529;1;1;0
R9530;0;0;0
R9531;1;1;0
R9532;1;1;0
R9533;1;1;0
R9534;0;0;0
R9535;1;1;1
R9536;1;1;1
R9537;1;1;0
R9538;0;1;0
R9539;1;1;0
R9540;1;1;1
R9541;1;0;0
R9542;0;0;0
R9543;1;0;0
R9544;0;0;1
R9545;0;0;1
R9546;1;0;0
R9547;0;1;0
R9548;0;0;1
R9549;0;0;0
R9550;1;0;0
R9551;1;1;0
R9552;0;0;1
R9553;0;0;0
R9554;0;0;1
R9555;0;0;0
R9556;1;1;0
R9557;0;1;1
R9558;1;1;0
R9559;0;0;0
R9560;0;0;1
R9561;1;1;0
R9562;1;0;1
R9563;1;0;0
R9564;1;1;1
R9565;1;1;0
R9566;1;1;1
R9567;1;0;0
R9568;1;0;0
R9569;1;1;1
R9570;0;0;0
R9571;0;0;0
R9572;0;1;0
R9573;1;1;0
R9574;0;0;1
R9575;0;0;1
R9576;1;1;0
R9577;0;1;1
R9578;0;1;1
R9579;0;0;0
R9580;0;1;0
R9581;1;0;1
R9582;1;1;0
R9583;1;1;1
R9584;0;0;0
R9585;0;0;0
R9586;1;0;1
R9587;0;1;0
R9588;1;1;1
R9589;0;1;1
R9590;0;0;1
R9591;1;0;1
R9592;1;0;0
R9593;0;0;1
R9594;1;0;1
R9595;1;0;1
R9596;0;1;1
R9597;0;0;0
R9598;0;1;1
R9599;1;0;0
R9600;1;1;0
R9601;0;1;0
R9602;0;0;0
R9603;0;0;0
R9604;1;0;1
R9605;1;1;1
R9606;0;1;1
R9607;1;0;1
R9608;1;0;1
R9609;1;0;0
R9610;1;1;1
R9611;0;0;1
R9612;1;1;0
R9613;1;0;0
R9614;0;1;1
R9615;1;0;1
R9616;1;1;0
R9617;1;0;1
R9618;1;0;1
R9619;0;0;0
R9620;0;1;0
R9621;0;0;1
R9622;0;1;1
R9623;0;0;1
R9624;0;0;0
R9625;1;0;1
R9626;1;0;0
R9627;0;0;0
R9628;0;0;0
R9629;1;1;0
R9630;0;1;0
R9631;1;1;0
R9632;0;1;0
R9633;0;0;1
R9634;0;0;0
R9635;1;0;1
R9636;1;1;0
R9637;0;1;0
R9638;1;0;0
R9639;1;0;0
R9640;0;0;0
R9641;1;1;0
R9642;0;0;0
R9643;1;1;1
R9644;0;0;0
R9645;0;0;1
R9646;0;1;0
R9647;0;1;1
R9648;0;0;0
R9649;0;1;0
R9650;1;0;1
R9651;0;1;1
R9652;0;0;0
R9653;0;1;1
R9654;0;0;1
R9655;0;1;1
R9656;1;0;1
R9657;0;1;1
R9658;0;1;0
R9659;0;0;1
R9660;1;0;1
R9661;0;1;0
R9662;0;0;1
R9663;1;0;0
R9664;1;1;1
R9665;0;0;0
R9666;1;0;0
R9667;1;1;0
R9668;1;1;0
R9669;0;0;1
R9670;1;1;1
R9671;1;1;1
R9672;1;0;1
R9673;1;0;1
R9674;1;1;0
R9675;0;1;1
R9676;1;0;1
R9677;1;1;1
R9678;0;0;0
R9679;1;0;0
R9680;0;0;0
R9681;0;0;0
R9682;0;0;0
R9683;0;0;1
R9684;0;0;0
R9685;0;0;1
R9686;1;0;0
R9687;0;1;0
R9688;0;1;0
R9689;1;0;0
R9690;0;1;1
R9691;0;0;0
R9692;0;1;1
R9693;0;1;1
R9694;1;1;1
R9695;1;0;1
R9696;0;0;1
R9697;0;1;1
R9698;1;0;0
R9699;0;1;1
R9700;1;0;0
R9701;0;1;1
R9702;1;1;0
R9703;1;1;1
R9704;1;1;0
R9705;0;0;1
R9706;1;0;0
R9707;1;0;0
R9708;0;0;1
R9709;0;0;1
R9710;1;1;0
R9711;0;0;1
R9712;0;1;0
R9713;1;0;0
R9714;1;1;1
R9715;0;0;1
R9716;1;0;1
R9717;0;0;1
R9718;1;1;1
R9719;0;0;0
R9720;0;0;0
R9721;1;1;0
R9722;0;1;1
R9723;0;1;0
R9724;1;0;0
R9725;0;0;0
R9726;0;0;1
R9727;0;0;1
R9728;1;0;1
R9729;1;0;1
R9730;0;0;0
R9731;0;0;1
R9732;0;1;1
R9733;0;0;1
R9734;0;1;0
R9735;1;1;1
R9736;1;1;0
R9737;1;0;1
R9738;1;0;0
R9739;0;1;1
R9740;1;0;1
R9741;0;1;0
R9742;1;0;1
R9743;0;0;0
R9744;1;1;0
R9745;0;0;0
R9746;1;0;1
R9747;1;0;0
R9748;1;0;0
R9749;0;0;1
R9750;0;1;0
R9751;1;0;1
R9752;1;1;0
R9753;0;0;1
R9754;0;1;1
R9755;1;0;0
R9756;1;1;1
R9757;1;0;0
R9758;0;1;1
R9759;1;0;1
R9760;1;0;0
R9761;1;1;0
R9762;0;1;0
R9763;1;0;1
R9764;1;0;1
R9765;0;0;1
R9766;1;0;1
R9767;1;1;1
R9768;1;1;1
R9769;0;0;1
R9770;1;1;1
R9771;1;1;1
R9772;0;0;0
R9773;0;1;1
R9774;1;0;1
R9775;0;1;0
R9776;1;1;0
R9777;0;0;1
R9778;1;0;1
R9779;0;0;0
R9780;0;1;0
R9781;1;1;0
R9782;0;0;0
R9783;0;0;0
R9784;0;0;0
R9785;0;0;1
R9786;0;0;0
R9787;0;0;0
R9788;0;1;0
R9789;0;1;1
R9790;1;0;1
R9791;1;1;0
R9792;1;1;1
R9793;1;1;1
R9794;1;0;0
R9795;1;1;0
R9796;1;0;1
R9797;0;0;1
R9798;1;1;0
R9799;0;1;0
R9800;1;1;1
R9801;0;0;0
R9802;0;1;1
R9803;0;1;1
R9804;1;0;0
R9805;1;1;1
R9806;0;1;0
R9807;0;0;0
R9808;0;0;0
R9809;1;1;1
R9810;1;0;1
R9811;1;1;0
R9812;1;1;0
R9813;1;1;0
R9814;0;0;0
R9815;1;0;0
R9816;0;0;1
R9817;0;1;0
R9818;1;0;0
R9819;0;1;1
R9820;0;1;0
R9821;0;1;1
R9822;0;1;0
R9823;0;0;0
R9824;0;0;1
R9825;1;1;0
R9826;0;0;1
R9827;1;1;0
R9828;0;0;0
R9829;1;0;1
R9830;1;1;1
R9831;1;1;1
R9832;0;1;0
R9833;0;0;1
R9834;1;0;1
R9835;1;1;1
R9836;1;0;0
R9837;1;1;1
R9838;0;1;0
R9839;0;1;0
R9840;1;1;1
R9841;1;1;1
R9842;1;0;0
R9843;0;0;1
R9844;0;1;0
R9845;1;1;1
R9846;1;0;1
R9847;1;1;1
R9848;1;0;1
R9849;1;1;0
R9850;1;1;1
R9851;0;1;0
R9852;0;0;1
R9853;0;0;1
R9854;1;0;0
R9855;0;1;0
R9856;1;0;0
R9857;0;1;1
R9858;1;0;1
R9859;0;0;0
R9860;1;1;1
R9861;1;0;0
R9862;0;1;0
R9863;0;0;0
R9864;1;1;0
R9865;1;1;0
R9866;0;0;1
R9867;1;1;0
R9868;1;1;0
R9869;0;1;1
R9870;1;0;0
R9871;1;0;1
R9872;1;1;1
R9873;1;1;1
R9874;1;1;1
R9875;0;1;1
R9876;0;0;0
R9877;1;1;1
R9878;1;1;0
R9879;0;1;0
R9880;1;0;1
R9881;1;0;0
R9882;1;1;0
R9883;1;1;0
R9884;0;1;1
R9885;0;1;0
R9886;1;0;1
R9887;0;1;0
R9888;1;1;0
R9889;1;1;1
R9890;0;1;1
R9891;0;1;1
R9892;1;1;1
