eye_right_x,eye_right_y,sex,mouth l_y,mouth l_x,nose_x,nose_y,id,eye_left_x,eye_left_y,city,confidence,pose_pitch,emotion_calm,boundingbox_size_width,combined_age_guess,smile,mouth r_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,pose_roll,mouth r_x,emotion_angry,boundingbox_size_height,mouth_open_wide,emotion_sad,emotion_confused,emotion_happy,boundingbox_tl_y,boundingbox_tl_x,emotion_disgust,age,combined_gender_guess,eye_closed,pose_yaw,emotion_surprised,glasses
93.6,52.5,0.97,83.3,74.2,91.2,66.2,4de7c0805f9011e3845812e01f1213ae_5.jpg,69.7,51.4,berlin,1,8.69,,73.85,34.0,0.96,83.1,74.2,83.3,92.1,83.1,-0.04,92.1,,73.85,0.02,0.01,0.03,0.88,24.62,46.92,,26.92,1.0,0.71,58.98,,0
52.8,62.8,0,75.4,39.9,44.9,70.4,17d61fdc62fb11e3873a12fca45ebb25_5.jpg,39,61.6,moscow,1,-6.49,,33.85,29.0,0.07,76.4,39.9,75.4,50.6,76.4,5.78,50.6,0.02,33.85,0,0.87,,0.38,48.46,28.46,,18.09,0.0,1,-7.47,,0
93.5,74,0.14,108.6,60,74.1,95.9,9af0f7d85f9611e3818812cca6e3d38e_5.jpg,55.4,74,ny,0.95,-3.16,,88.46,12.6666666667,0.51,109.1,60,108.6,90.7,109.1,-0.2,90.7,0.02,88.46,0.22,0.03,,0.74,40.77,30,,13.68,0.0,0.01,-5.75,,0
131.2,29.4,0,47.6,86.2,110.9,44.3,f16ef922606611e38194121232f404e8_5.jpg,103.5,10.9,berlin,0.95,-11.14,0.06,81.54,24.0,0.39,62,86.2,47.6,108.5,62,32.34,108.5,,81.54,0.32,,,0.44,-6.92,71.54,,23.94,0.0,0,21.96,0.07,0.15
55.7,62.1,0.02,83.6,30.8,39.3,73.5,251421965f4811e380bc0a22dc3ee402_5.jpg,33.9,59.8,moscow,1,-3.72,0.07,58.46,18.6666666667,0.03,86.5,30.8,83.6,46.8,86.5,6.49,46.8,,58.46,0,0.17,,0.42,39.23,14.62,,23.36,0.0,0.04,-11.79,,0.22
88.3,26,0.01,30.7,75.7,81.7,29.1,04ab2ddc629011e3a9b90e2573a791b8_5.jpg,81.1,20.5,moscow,1,-5,,32.31,20.3333333333,0.21,34.2,75.7,30.7,80.6,34.2,36.18,80.6,,32.31,0.01,0.41,,0.93,8.46,64.62,,22.57,0.0,1,16.68,0.02,0
92.8,42.7,0.72,72.5,73.7,79.9,56.8,00988ace622b11e3b7b80a0a660ee051_5.jpg,70.5,45.5,bangkok,1,2.96,0.07,65.38,21.0,0.41,70.6,73.7,72.5,92.6,70.6,-6.61,92.6,,65.38,0.01,,0.08,0.47,19.23,50,,17.17,1.0,0.01,-13.56,,0
88.3,73.3,0,92.1,73.1,76.6,80.4,496985485dab11e3b813127ca578ef71_5.jpg,70.7,74.1,berlin,1,16.93,0.01,50,8.33333333333,0.15,91.2,73.1,92.1,87,91.2,-2.2,87,,50,0.99,0.02,,0.99,55.38,56.15,,14.03,0.0,0,-28.13,,0.01
83,63,0.23,129.6,60.5,55.6,107.6,051aee44602711e3902412a172949c6c_5.jpg,31.1,78.4,bangkok,0.99,-6.11,,136.92,21.6666666667,0.01,120.9,60.5,129.6,95.8,120.9,-15.62,95.8,0.58,136.92,0.05,0.15,,0.03,12.31,-1.54,,28.96,1.0,0.01,-31.75,,0
69.1,26.9,0,54.9,39.8,56.4,43.9,007f75e25e4e11e3ba0a12150fa9af5b_5.jpg,39.3,22.1,moscow,1,-4.53,,78.46,22.3333333333,0.03,58.8,39.8,54.9,59.5,58.8,6.94,59.5,,78.46,0.03,0.07,0.06,,-4.62,13.85,,28.98,0.0,0,22.85,0.1,0
88.8,43.4,0.99,65.4,69.7,77.7,51.4,0121757861d111e3b7cc1212811a7aac_5.jpg,68,43.3,berlin,1,13.46,,62.31,26.0,0.03,65.5,69.7,65.4,86.2,65.5,0.07,86.2,,62.31,0,0.1,0.48,0.15,17.69,47.69,,31.29,0.833333333333,1,-0.32,,0.06
77.3,29.1,0.14,48.1,67.9,76.7,36.9,542b127061c611e39de7124ef98b77aa_5.jpg,63,25.7,berlin,0.95,11.99,,46.92,22.0,0.44,50,67.9,48.1,77.5,50,9.51,77.5,,46.92,0.05,0.07,,0.84,9.23,45.38,,17.61,0.0,0.88,53.85,0.26,0
104.6,41.3,0,53.2,78.3,85.6,47.6,1faf0662602e11e3b23d0e73c177bda8_5.jpg,84.1,31.9,moscow,0.99,-6.21,0.02,59.23,21.3333333333,0.9,60.9,78.3,53.2,92.3,60.9,27.67,92.3,,59.23,0,0.09,,0.89,13.85,63.08,,22.93,0.0,0,-22.44,,0
84.3,13.5,0,24.2,75.4,78.9,18.9,664413de5ff611e391e312f04e0fef50_5.jpg,74.3,13.2,moscow,1,3.53,,29.23,23.0,0.02,24.3,75.4,24.2,82.2,24.3,1.74,82.2,,29.23,0.03,0.45,,0.06,3.08,64.62,0.02,23.99,0.0,1,-2.66,,0
29,24,0.56,40.5,17.1,17.3,33.7,360404f65d5611e3bb58123c1ed3b867_5.jpg,18.5,25,sao_paulo,0.37,-3.2,,44.62,17.6666666667,0.05,40.4,17.1,40.5,25.1,40.4,-3.16,25.1,0.41,44.62,0.18,0.06,,,8.46,1.54,,0.06,0.0,0.98,-57.06,0.67,0.03
95.5,29.4,0,64.7,77.2,89.3,49.7,25ec79a6600b11e387440e846d77b329_5.jpg,65.6,35.6,sao_paulo,1,-8.08,,79.23,24.3333333333,0.93,60.4,77.2,64.7,97.6,60.4,-14.73,97.6,,79.23,0.41,,0.04,0.26,3.08,43.85,,26.2,0.0,0,20.49,0.11,0
66.3,47.7,0.1,81.9,53.4,63.4,55.1,124a26565f8811e38f2212e629be4d7c_5.jpg,41.3,50.4,berlin,0.99,22.57,,66.15,10.0,0,77.7,53.4,81.9,70,77.7,-7.87,70,,66.15,0.53,0.37,,0.4,21.54,20,,23.2,1.0,0.51,40.85,0.06,0.02
73.9,16.3,0,27.6,44.4,57.7,24.9,2f009fac629711e3a0000e8b33fa4d87_5.jpg,53.2,5.8,moscow,1,-5.56,,56.92,22.0,0.75,37.5,44.4,27.6,63.8,37.5,26.6,63.8,,56.92,0.01,0.08,,0.96,-8.46,31.54,,18.87,0.0,0,2.9,0.06,0
92.1,53.2,0.98,67.4,81.9,84.8,59.8,018177e8628011e39771120dd62fc6a5_5.jpg,79.7,54.8,bangkok,1,2.35,0.06,35.38,21.0,0.88,66.2,81.9,67.4,91.3,66.2,-7.89,91.3,,35.38,0,0.04,,0.92,39.23,68.46,,26.24,1.0,0.01,-17.75,,0
121.4,88.2,0.07,135.3,85.1,100.5,114.6,2d8640145e7d11e3b7d512b0a3aaf2c4_5.jpg,84,87.5,bangkok,0.99,-3.97,0.09,93.85,21.5,0.31,135.4,85.1,135.3,112.2,135.4,3.33,112.2,0.07,93.85,0.06,,0.74,,50.77,46.92,,23.98,0.0,0,-8.83,,0
48,38.1,0.01,62.2,27.9,32.1,50,63917f2260f611e3ac1e12ceb70df48c_5.jpg,24.4,37.2,ny,1,5.01,0.81,53.08,26.3333333333,0,62.8,27.9,62.2,43.8,62.8,2.78,43.8,,53.08,0,0.34,,,16.92,9.23,,21.36,0.0,0,-24.35,0.1,0
41,77.6,0,89.6,19.6,33.9,80.5,168bff8c5f8811e3b432127f4bb587f8_5.jpg,20.7,73.2,berlin,1,22.54,,51.54,37.3333333333,0.97,94.6,19.6,89.6,38,94.6,14.33,38,,51.54,0.62,0.18,,0.99,53.08,7.69,0.03,18.05,0.0,1,29.24,,0
81.3,69.9,0,95.3,62.5,72.7,84,ea81021a5e7011e38a02124717398e23_5.jpg,58.5,67.9,berlin,1,-1.3,0.28,63.08,16.6666666667,0.56,95.8,62.5,95.3,78.2,95.8,4.07,78.2,0.15,63.08,0,,,0.4,44.62,38.46,,22.88,0.0,0,10.99,,0
96.9,73.8,0.97,83.8,58.4,78.3,85.3,438df0b65e8f11e3927d12fd8d397d26_5.jpg,71.3,60.9,berlin,1,-14.62,0.03,73.85,31.6666666667,1,96.6,58.4,83.8,84.2,96.6,26.66,84.2,,73.85,0.03,,0.01,1,37.69,43.08,,37.61,1.0,0,21.07,,0
80.1,32,0.07,45.1,67.9,72.9,39.2,64ec4d3e605611e388c2122b5091b684_5.jpg,65,33.5,berlin,1,-5.38,,40,1.33333333333,1,44.9,67.9,45.1,79.1,44.9,-8.45,79.1,0.01,40,0.01,,,0.9,17.69,53.08,,0.23,1.0,0,-3.73,0.64,0
72.4,62.6,0.62,82.4,52.8,58.6,70.9,71d2ec2a617711e3a0b012bc9aac6927_5.jpg,54.1,60.7,bangkok,1,3.85,,53.08,27.0,0.51,83.9,52.8,82.4,67.6,83.9,5.89,67.6,,53.08,0,0.16,0.08,0.62,43.08,38.46,,26.35,1.0,0.91,-19.1,,1
72.5,34.2,0.23,63.5,61.6,68,50.6,6c40b82662ff11e3b5110e05aab7965f_5.jpg,52.2,40.9,bangkok,1,-5.71,,55.38,15.6666666667,0.41,58.3,61.6,63.5,77.2,58.3,-18.95,77.2,,55.38,0,0.2,0.28,0.11,17.69,35.38,,13.52,1.0,0,11.07,,0.02
103.9,18.5,0.01,69,118.5,116.3,40.5,3da610485cf511e3af0e0e9eaf702dde_5.jpg,87.3,49.6,bangkok,1,-4.18,0,105.38,20.0,1,40.5,118.5,69,132.6,40.5,-64.1,132.6,0.02,105.38,0.03,,,1,-8.46,50,,22.81,0.0,0.03,22.05,,0
71.7,50,0.12,107.5,51.3,65.9,71.7,1469cb1860e511e38ab00a925486cf33_5.jpg,37.1,58.3,berlin,1,11.95,0.03,110.77,26.6666666667,0.5,97.6,51.3,107.5,79.1,97.6,-15.92,79.1,,110.77,0.74,,,0.14,6.15,6.15,,13.12,0.0,0.03,31.35,0.61,0
90.7,54.5,0.07,82.4,69.4,75.9,70.1,70de8d14609c11e38efb0a406416de40_5.jpg,69.9,53.3,bangkok,0.77,-4.02,,68.46,20.3333333333,0.54,83.6,69.4,82.4,83.1,83.6,2.91,83.1,0.01,68.46,0.39,0.13,,0.26,27.69,47.69,,23.35,1.0,0,-15.59,,1
85.9,37,0,65.5,59.9,71.4,49.8,8d29ac6e604311e3bfc91213118c276f_5.jpg,57.4,32.7,berlin,1,7.06,0.15,76.15,23.0,0.01,67.9,59.9,65.5,78.3,67.9,8.27,78.3,,76.15,0.01,0.07,,0.06,6.92,32.31,,23.32,0.0,0.07,4.84,,0
112.6,55,0,63.3,90,103.7,61.3,10f47a3e616011e3b29512ef3d969bbf_5.jpg,97.6,45.8,moscow,0.92,2.76,,46.15,16.6666666667,0.92,71.5,90,63.3,103.7,71.5,30.48,103.7,,46.15,0,0.07,,0.95,33.08,77.69,,17.99,0.0,0,33.2,0.03,0.88
129.7,32.1,0.83,39,109.4,118.1,34.1,43158ee260f011e38cc11272270ba361_5.jpg,119.6,23,berlin,1,5.4,0.22,41.54,20.8333333333,0.03,45.1,109.4,39,116.4,45.1,41.59,116.4,,41.54,0.77,0.07,,,9.23,101.54,,26.07,1.0,0,-14.12,0.51,0.01
89.7,56.9,0.29,83.7,66.9,82.6,75.1,2efd32f060ac11e3ab9712deb6b81b29_5.jpg,62.9,57.5,moscow,1,-13.07,,66.92,20.3333333333,0.86,83.1,66.9,83.7,92.3,83.1,-2.66,92.3,,66.92,0.01,0.01,,0.99,32.31,44.62,,13.07,0.0,0,21.32,0.03,0
77.6,16.4,0,51.5,83.6,77.8,42.1,47b5f6c25e0111e3a1950ac36a851dff_5.jpg,62.3,31.4,moscow,0.99,-15.01,,71.54,28.0,0.98,39.1,83.6,51.5,94.3,39.1,-42.74,94.3,,71.54,0.02,0.03,,0.99,-6.15,38.46,,21.87,0.0,0.3,-42.2,0,0.67
74.7,48.6,0.02,76.5,55.8,68,63,9e24a10c602c11e38cd3120e91405c8a_5.jpg,50,51.9,ny,1,3.17,0.03,61.54,23.0,0.96,72.9,55.8,76.5,74.7,72.9,-10.26,74.7,0.01,61.54,0.01,,,0.98,26.15,33.08,,28.74,0.0,0,28.09,,0.01
75.3,78.3,0.23,105.4,58.5,67.8,87.9,4c3a39e45ef911e3a47a127177f7ba2e_5.jpg,53.3,78.7,sao_paulo,0.98,8.3,,63.85,31.6666666667,0.21,105,58.5,105.4,72,105,-2.56,72,,63.85,0.98,0.1,,0.11,51.54,33.85,,28.42,1.0,0.85,29.53,0.23,0.02
88.3,42.1,0,71.4,62,71.5,52.2,1f84ea825f0011e3826e1245ebab07ad_5.jpg,60.8,43.8,ny,1,14.71,0.07,74.62,22.0,0.96,70.3,62,71.4,86.5,70.3,-3.71,86.5,,74.62,0,,0.02,0.96,16.92,37.69,,21.83,0.0,0.88,-14.4,,1
101.1,47.5,0,97.7,57.4,75.8,83.3,3858e2425dda11e3bab012d2d5e6e25c_5.jpg,50.7,49.1,berlin,1,-17.67,,116.92,28.6666666667,0.23,97,57.4,97.7,94.2,97,-2.69,94.2,0.07,116.92,0,0.69,,0.29,5.38,18.46,,14.37,0.0,0.01,5.49,,0
102.5,50.8,0.01,91.3,75.2,85.6,73.8,ba89caac5f3211e3a8eb12ae041a82b9_5.jpg,65.2,53.8,berlin,1,-6.9,,86.92,16.0,0.57,90.5,75.2,91.3,100.2,90.5,-5.54,100.2,,86.92,0.01,0.1,0.14,0.26,17.69,42.31,,10.58,0.0,0,2.53,,0
86.6,17.7,0.06,36.7,63.8,74.7,27.3,0021c4ae62c911e3b5520a6023ad9e8a_5.jpg,61.9,16.4,sao_paulo,0.62,-1.47,,46.15,25.0,0.38,36.9,63.8,36.7,84.1,36.9,3.65,84.1,,46.15,0.01,0.16,,0.14,1.54,49.23,,20.96,0.0,0.05,3.32,0.04,0
57.6,43.1,0.5,70.9,34.4,39.3,51.1,3a0eef32619f11e3801c129cd657fb38_5.jpg,34.6,46,ny,1,25.18,,57.69,26.0,0.15,69.5,34.4,70.9,55.5,69.5,-5.92,55.5,,57.69,0.01,0.31,0.05,0.61,21.54,16.92,,25.95,1.0,1,-41.39,,0
63.8,58.1,0,85.3,40.9,48.4,69.5,6c08885a60c711e398ae12c1f7670ba3_5.jpg,37.1,59.3,sao_paulo,1,6.33,0.1,64.62,20.3333333333,0.1,85,40.9,85.3,60.7,85,-3.01,60.7,,64.62,0,,,0.14,33.08,16.92,0.04,28.81,0.0,0.09,-12.8,,0
109.7,74.5,0.95,89.1,82.4,102.9,78.2,5d576e4c5f3311e3b11a12f2bc0fbd78_5.jpg,89.6,63,bangkok,0.2,23.48,,72.31,20.3333333333,0.01,99.7,82.4,89.1,97.4,99.7,27.86,97.4,,72.31,0.39,0.17,0.27,0.19,32.31,66.92,,23.45,1.0,1,37.58,,0.76
93.1,4.7,0.97,15.2,78.2,87.9,7.4,49db41a0620711e394de12247874e2c6_5.jpg,80.8,3,ny,0.44,18.83,,34.62,24.6666666667,0.67,17.3,78.2,15.2,89.2,17.3,5.91,89.2,,34.62,0,,0.22,0.57,-7.69,66.15,0.02,33.53,0.666666666667,0.98,25.1,,1
95.3,68.4,0.07,98.4,75,87.5,91.7,71b53f8e61ce11e3a4fd12ff9ce2b280_5.jpg,70,74,moscow,0.97,-27.44,,66.92,25.3333333333,0.01,93.9,75,98.4,91.1,93.9,-15.35,91.1,0.09,66.92,0.72,0.42,,,46.15,50.77,,26.01,0.0,0,24,0.07,0.12
69.7,58.2,0.01,93,39.9,40.3,82.9,93f4ab2e608011e38f7e12414a7d7418_5.jpg,34.8,53.5,ny,0.93,-18.44,,98.46,31.3333333333,0.88,96,39.9,93,63.7,96,8.71,63.7,0.01,98.46,0.22,,,0.37,20.77,6.15,,22.45,0.0,0,-39.99,0.76,0
74.9,32.6,0.06,56.5,56.9,71.2,47,6398dcdc5e3e11e3984b12c331d64df6_5.jpg,56,33.6,bangkok,0.86,-7.42,,46.15,26.3333333333,0.94,56.2,56.9,56.5,69.8,56.2,-5.27,69.8,,46.15,0.23,0.03,,0.23,15.38,42.31,,23.01,1.0,0,53.59,0.04,0
73,34.8,0,61.9,52.3,60.2,47.6,088ad6f85f1d11e3843212a88509fb30_5.jpg,46.6,35.8,berlin,1,2.29,,63.08,23.6666666667,0.2,60.7,52.3,61.9,72.2,60.7,-2.79,72.2,,63.08,0,0.12,0.08,0.65,12.31,29.23,,12.73,0.0,0,-9.5,,0
101.2,82.4,0,114.4,65.2,81.2,99.3,07d24d6861c511e3ae0c0edde95f70c1_5.jpg,62.3,83.8,moscow,0.23,1.67,,86.15,25.6666666667,0.98,111.7,65.2,114.4,98.3,111.7,-3.16,98.3,,86.15,0.43,,0.07,0.45,56.92,37.69,0.07,23.2,0.0,0.22,-4.03,,1
87.1,43.9,0,81.9,57.3,75.2,68,13158d54627711e3b61312bc1afe7834_5.jpg,51,45.7,bangkok,1,-10.2,0.02,80.77,21.0,0.88,80,57.3,81.9,81.2,80,-4.69,81.2,,80.77,0,,,0.87,14.62,26.92,,17.17,0.0,0,24.84,0.02,0
87.4,63.1,0,83.7,60.9,77.6,73.1,9a9e2bb662a711e39d9c1284ed10107c_5.jpg,63.4,57.2,ny,0.98,10.31,,66.92,24.3333333333,0.8,87.5,60.9,83.7,78.7,87.5,13.23,78.7,,66.92,0.98,,0.04,0.4,34.62,38.46,0.03,25.12,0.0,0,30.6,,0.01
98.5,60.7,0.15,99,71.8,82.9,76.4,5facc634627511e3b58a12d7702048c9_5.jpg,64.3,64.4,bangkok,1,3,,80.77,19.6666666667,0.85,96.2,71.8,99,96.5,96.2,-7.8,96.5,,80.77,0.07,,0.04,0.12,32.31,40,,24.61,0.0,0,0.64,0.04,0.03
38.5,27.9,0.02,49.8,37.2,40.6,38.8,4a4a55345ebc11e3927212109c628f56_5.jpg,26.7,36.3,berlin,1,-8.34,0.01,40,22.3333333333,0.88,43.7,37.2,49.8,45.7,43.7,-38.04,45.7,,40,0,0.07,,0.84,15.38,15.38,,22.16,0.0,0,33.96,,0
108.1,58.6,0,90.5,94.5,92.9,80.8,df183110602211e3b03d120bb00d4d33_5.jpg,82.3,66.7,berlin,0.99,-9.75,,68.46,28.0,0.98,84.9,94.5,90.5,114.9,84.9,-16.14,114.9,,68.46,0,0.01,,0.99,36.92,65.38,0.01,20.65,0.0,0.09,-40.56,,0
68.9,48.7,0.01,80.3,43.9,58.1,68.1,6a0934245f6311e396fb12babb24b818_5.jpg,38.4,50.9,bangkok,1,-7.72,0.22,77.69,14.0,0.67,78.4,43.9,80.3,66.4,78.4,-5.84,66.4,0.18,77.69,0.03,,,0.95,21.54,14.62,,23.19,0.0,0,14.75,,0
88.6,60.3,0,88.6,64.6,71.4,77.6,21510f945f6911e3aceb12f8a5fa1ad6_5.jpg,60.4,62,moscow,0.88,-0.73,,61.54,25.3333333333,0.96,87.7,64.6,88.6,89,87.7,-3.48,89,,61.54,0.72,,,0.66,40,46.15,0.02,22.96,0.0,0,-23.21,0.02,0
91.6,54.3,0.95,87.1,67.4,78.6,73.3,5514799e5daa11e383980ecd5d253875_5.jpg,63.2,57.2,bangkok,1,-4.75,0.03,74.62,24.3333333333,0.96,86.1,67.4,87.1,92.5,86.1,-6.53,92.5,,74.62,0,,0.05,0.9,28.46,40.77,,28.48,1.0,0,0.53,,0
90.3,83.8,0.01,72.2,43.1,62.3,79.9,3764c18e618711e39a3d129ccd9180c7_5.jpg,72.9,50.8,sao_paulo,0.8,-11.19,,81.54,19.3333333333,0.94,97.9,43.1,72.2,59.9,97.9,63.81,59.9,0.01,81.54,0.49,0.01,,0.98,36.92,25.38,,17.73,0.0,0,3.94,,0.06
88.8,52.9,0.45,87.9,60.3,70.8,69.7,5d6fe43e60de11e3b29f1259ac8f2131_5.jpg,55.4,53.9,bangkok,1,1.96,0.66,83.85,19.8333333333,0.64,89.3,60.3,87.9,83.3,89.3,-2.21,83.3,,83.85,0,,0.1,0.27,20.77,30,,26.09,0.833333333333,0.48,-4.17,,0
83.8,49.5,0.53,63.5,68.1,77.3,59,7cf4639261e311e393fd126b6da80671_5.jpg,68.4,50.1,ny,1,-9.65,,46.92,30.0,0.99,63.5,68.1,63.5,83.5,63.5,-3.51,83.5,0.01,46.92,0.13,,0.01,1,31.54,52.31,,26.49,0.0,0.8,12.91,,1
114.7,7.1,0.31,42.6,115.4,114.5,23,11b0424c629a11e3afa912869ffc82a3_5.jpg,91.6,24.4,moscow,0.14,7.87,,64.62,25.3333333333,0.57,30.7,115.4,42.6,130.4,30.7,-37.5,130.4,0.03,64.62,0.99,,,0.17,-9.23,76.92,,18.72,0.0,0,14.13,0.97,0.6
88,81.3,0,108.6,53.7,69.1,100.7,3c75616e62cd11e3baae0e50d8672b08_5.jpg,55.6,79.1,sao_paulo,1,-10.33,0.01,83.85,23.6666666667,0.86,109.8,53.7,108.6,85.2,109.8,4.43,85.2,,83.85,0.4,,,1,46.92,30,,23.59,0.0,0.01,-6.88,0.01,0.02
92.9,67.5,1,96.6,67.1,78.1,87.7,3f0aa9445e1711e3bb630e168fca72ec_5.jpg,66.5,67.2,ny,1,-13.1,,76.92,28.3333333333,0.96,97,67.1,96.6,90.6,97,0.4,90.6,,76.92,0,0.02,0.02,0.81,38.46,40.77,,32.86,1.0,0.1,-4.12,,0.07
93.1,61,0.93,80.9,70.5,81.6,72.4,02bdf6145d4d11e3869d0edc48bc0135_5.jpg,71.3,60.3,bangkok,1,-1.23,,53.85,21.3333333333,0.98,82,70.5,80.9,91.3,82,1.61,91.3,,53.85,0.1,0.01,,0.96,38.46,54.62,0.01,22.16,1.0,0.65,-2.74,,0
89.5,51.5,1,76.1,59.9,75.5,60.9,0923371a61c811e39bff125ee89be0ef_5.jpg,61.7,48.3,moscow,1,9.55,0.11,72.31,26.3333333333,0,78.4,59.9,76.1,84.2,78.4,6.82,84.2,,72.31,0,0.18,0.19,,20.77,40,,32.8,1.0,0,8.82,,0
87.4,79,0.99,111.9,61.1,68.8,98.6,3f33c7ba5dd711e384b80ead284ab36c_5.jpg,56.7,79.2,moscow,1,-3.38,0.33,77.69,24.3333333333,0.99,110.9,61.1,111.9,84.3,110.9,-0.11,84.3,,77.69,0,,0.02,0.65,48.46,33.85,,27.84,1.0,0,-18.61,,0
88.9,41,0.02,71.5,65.2,75.7,58,225e06f25f4c11e3bd1b1264b15b69ad_5.jpg,62.2,40.7,moscow,1,-1.01,,76.15,26.6666666667,0.86,72,65.2,71.5,86.2,72,0.18,86.2,,76.15,0,0.05,0.17,0.69,13.08,38.46,,24.35,0.0,0.6,1.78,,0
90,73.5,0.99,99.7,66.1,79.9,81.4,25c9e2565d8611e39556121b50e7087a_5.jpg,63.8,71.9,berlin,1,19.35,,63.85,25.0,0.17,99.7,66.1,99.7,86.4,99.7,2.82,86.4,,63.85,0.07,0.09,0.28,0.12,46.15,45.38,,29.59,1.0,0.19,16.1,,0
98.6,64.7,0.97,90.1,73.5,84.2,66.8,1ae2b9dc61a311e3908812d3c63eaff1_5.jpg,75.8,65.4,ny,1,36.09,0.01,61.54,32.0,0.76,89.7,73.5,90.1,100.1,89.7,-1.2,100.1,,61.54,0.44,,,0.96,40,55.38,,29.98,1.0,0.06,-19.42,0.23,0.01
88.6,105.9,0.99,112,72.1,81.4,106.9,ada27b3e5f7511e392990e4ff8a698db_5.jpg,79.5,100.3,ny,0.28,27.91,,33.85,26.6666666667,0.42,118.8,72.1,112,81,118.8,27.94,81,,33.85,0.01,0.02,0.37,0.95,91.54,62.31,,29.95,1.0,0.14,-0.88,,0.03
97.8,55,0.96,89.1,80.6,96.4,69.6,707607465dca11e3b58a12edb263859b_5.jpg,72.5,57.1,moscow,1,1.9,,82.31,35.0,0.16,85.9,80.6,89.1,101.9,85.9,-7.25,101.9,0.07,82.31,0,0.24,,,22.31,47.69,,44.87,1.0,0,42.4,0.05,0
81.3,50.6,0.2,78.6,61.6,69.5,68.6,36f4824e606411e39320122adf243e91_5.jpg,57.7,50.6,sao_paulo,0.99,-5.73,,73.08,20.3333333333,0.94,78.4,61.6,78.6,86.3,78.4,0.12,86.3,,73.08,0.06,0.15,0.15,0.75,25.38,36.92,,16.33,0.0,0,-16.02,,0.07
70.4,46.3,0,98.6,52.5,63.5,80.6,60e7afd05fe311e3be9f129fc51c6e5a_5.jpg,35.8,64.2,bangkok,0.98,-14.99,,86.15,20.3333333333,1,85.1,52.5,98.6,84.5,85.1,-28.15,84.5,,86.15,0.01,,0.01,1,23.08,10.77,,18.1,0.0,0,-0.6,0.01,0.36
77,25.1,0.01,35.1,69.5,74.3,30.8,128168485ddd11e39fc9129007b741eb_5.jpg,68,27.1,moscow,1,-3.6,,29.23,22.6666666667,0.55,34.1,69.5,35.1,76.7,34.1,-16.42,76.7,0.01,29.23,0,0.75,,0.7,13.85,57.69,,26.87,0.0,0.98,25.51,,0
92.8,67.7,0.02,106.4,52.3,78.4,94.2,5f4fb7165f6c11e3b46312bcfa99d775_5.jpg,54.3,69.5,berlin,0.86,-9.61,,93.08,28.6666666667,0.85,106.3,52.3,106.4,86.2,106.3,-4.12,86.2,0.86,93.08,0.74,,0.01,0.79,33.08,26.92,,23.64,0.0,0,22.78,,0
90,32.2,0.15,43.9,81.5,85.4,38.2,1084fe5e627b11e3b41812d05eb935cd_5.jpg,80.7,32.6,ny,1,4.62,,30,39.6666666667,0,44,81.5,43.9,89.2,44,-2.49,89.2,,30,0,0.38,0.1,0.09,20.77,70.77,,26.67,1.0,0.06,4.61,,0.01
71.8,18.1,0,30.9,63.9,66.8,24.8,2b5378d85dcf11e3afad124fa93f7805_5.jpg,61.3,19.2,moscow,1,2.13,0.04,31.54,24.3333333333,0,30,63.9,30.9,71.6,30,-6.02,71.6,,31.54,0.01,0.86,,0.24,6.92,50.77,,26.1,0.0,0.21,-6.69,,0
62.2,38.9,0.09,54.8,49.8,55,46,c3d7304661ac11e3946c12acc09e8934_5.jpg,47.5,38.4,berlin,1,4.28,,38.46,25.3333333333,0.5,55.2,49.8,54.8,60.3,55.2,1.79,60.3,,38.46,0.01,0.41,0.04,0.04,24.62,36.92,,15.27,0.0,1,3.24,,0.01
111.2,33.9,1,55,102.1,101,46.6,c481252261ae11e383f3120a91ac9a97_5.jpg,97.5,35.1,berlin,0.1,-9.56,,43.08,39.3333333333,0,52.8,102.1,55,112.2,52.8,-2.97,112.2,,43.08,0,0.14,0.33,,16.15,86.92,,48.44,1.0,0,-51.2,0.08,0
83.3,67.8,1,111.8,56.8,68.5,90.4,181244365f8011e3b2f81256e9527726_5.jpg,46.9,72.3,bangkok,1,1.96,0.53,96.15,22.3333333333,0.1,108.1,56.8,111.8,82.1,108.1,-7.97,82.1,,96.15,0,0.08,0.47,,33.08,19.23,,23.93,1.0,0,3.35,,0
60.8,77.5,0.01,118,43.5,46.4,109.7,c7a1ff045d1411e3ae61124e6a3966f7_5.jpg,30.3,89.5,berlin,0.99,-22.24,,90,24.3333333333,0.97,107.4,43.5,118,72.8,107.4,-20.85,72.8,,90,0.06,0.1,0.02,0.99,46.92,5.38,,23.38,0.0,0,-35.15,,0
66.4,67.6,0.87,91.9,45.5,52.5,79.7,137efe9c5e5811e3b74c12ecb14186ad_5.jpg,43.9,66.6,bangkok,1,2.24,0.08,59.23,21.3333333333,0.76,92.9,45.5,91.9,63.2,92.9,2.67,63.2,,59.23,0,,,0.69,43.08,25.38,,24.7,1.0,0,-12.67,0.03,0
74.9,25.7,0.01,41.2,68.1,72.9,35,4e6c5ca860a011e3a744126758c35937_5.jpg,63.7,30.5,berlin,1,-13.67,,37.69,22.3333333333,0.7,39,68.1,41.2,76.2,39,-27.23,76.2,,37.69,0,0.04,,0.78,13.08,51.54,,25.11,0.0,0,14.25,0.03,0
